rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
160	SPRED1	sprouty-related, EVH1 domain containing 1	606050	6	6	6	1	0	0	3	2	1	0	0.000394	0.447	0.0341	0.828	0.0912	0.000404	0.0461
161	HOXA3	homeobox A3	394690	4	4	2	0	0	0	0	0	4	0	0.0518	1.000	0.000176	0.812	0.000725	0.000420	0.0477
162	GSTCD	glutathione S-transferase, C-terminal domain containing	873364	7	7	3	0	0	0	0	2	5	0	0.00715	0.311	0.00789	0.0470	0.00529	0.000423	0.0477
163	WASL	Wiskott-Aldrich syndrome-like	657646	6	6	6	1	0	1	0	4	1	0	0.000807	0.495	0.0457	0.0847	0.0476	0.000428	0.0480
164	KRTAP26-1	keratin associated protein 26-1	284657	3	3	1	0	0	0	0	0	3	0	0.0195	1.000	9.72e-05	0.660	0.00200	0.000435	0.0482
165	NPNT	nephronectin	743666	6	6	6	0	2	0	0	3	1	0	0.000491	0.299	0.188	0.0798	0.0795	0.000435	0.0482
166	UBA5	ubiquitin-like modifier activating enzyme 5	510045	4	4	4	0	0	0	3	1	0	0	0.00469	0.209	0.00962	0.0243	0.00876	0.000456	0.0501
167	PHC2	polyhomeotic homolog 2 (Drosophila)	1092324	7	7	4	0	0	1	0	1	5	0	0.0153	0.505	0.00491	0.0388	0.00270	0.000458	0.0501
168	ICT1	immature colon carcinoma transcript 1	243445	3	3	1	0	0	0	0	0	3	0	0.0328	1.000	0.000123	0.994	0.00130	0.000471	0.0512
169	BIN2	bridging integrator 2	749759	6	6	4	1	0	0	0	1	5	0	0.00448	0.686	0.00646	0.149	0.00973	0.000481	0.0520
170	PROX1	prospero homeobox 1	993167	6	6	5	1	1	1	0	4	0	0	0.00908	0.476	0.00246	0.746	0.00515	0.000514	0.0552
171	XKR6	XK, Kell blood group complex subunit-related family, member 6	590722	7	7	4	1	2	0	0	0	5	0	0.00134	0.690	0.238	0.0102	0.0358	0.000527	0.0563
172	GPI	glucose phosphate isomerase	769452	3	3	1	0	0	0	0	0	3	0	0.383	1.000	8.62e-05	0.0789	0.000131	0.000548	0.0574
173	KCTD21	potassium channel tetramerisation domain containing 21	348806	3	3	1	1	0	0	0	0	3	0	0.0579	1.000	6.30e-05	0.836	0.000869	0.000548	0.0574
174	GCDH	glutaryl-Coenzyme A dehydrogenase	587763	3	3	1	0	0	0	0	0	3	0	0.255	1.000	6.76e-05	0.0697	0.000198	0.000550	0.0574
175	ALDH1A3	aldehyde dehydrogenase 1 family, member A3	646799	3	3	1	0	0	0	0	0	3	0	0.275	1.000	7.04e-05	0.0435	0.000184	0.000551	0.0574
176	FBXO7	F-box protein 7	671822	6	6	3	0	0	0	0	1	4	1	0.00253	0.378	0.00867	0.386	0.0201	0.000553	0.0574
177	OR4Q3	olfactory receptor, family 4, subfamily Q, member 3	420690	5	5	3	0	0	0	1	4	0	0	0.00157	0.350	0.0124	0.399	0.0327	0.000558	0.0576
178	RALGAPA1	Ral GTPase activating protein, alpha subunit 1 (catalytic)	2744493	8	8	8	0	0	1	1	1	5	0	0.0461	0.220	0.00105	0.114	0.00112	0.000563	0.0578
179	MAX	MYC associated factor X	372967	5	5	5	0	0	0	0	2	3	0	0.000517	0.530	0.108	0.182	0.102	0.000571	0.0580
180	ULK3	unc-51-like kinase 3 (C. elegans)	442405	3	3	3	0	0	0	0	2	1	0	0.0378	0.690	0.000758	0.107	0.00140	0.000574	0.0580
181	EMR3	egf-like module containing, mucin-like, hormone receptor-like 3	906453	9	9	6	0	1	0	1	2	5	0	0.000139	0.183	0.233	0.791	0.382	0.000575	0.0580
182	WFDC3	WAP four-disulfide core domain 3	323606	3	3	1	0	0	0	0	0	3	0	0.0768	1.000	7.50e-05	0.904	0.000711	0.000590	0.0592
183	NHP2L1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	180496	3	3	2	0	2	1	0	0	0	0	0.00154	0.194	0.0334	0.916	0.0379	0.000626	0.0623
184	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	1565849	10	9	7	0	1	0	0	3	5	1	0.0107	0.377	0.00812	0.0488	0.00546	0.000628	0.0623
185	KIF15	kinesin family member 15	1930482	10	10	5	1	0	1	1	1	7	0	0.0274	0.349	0.0103	0.0247	0.00232	0.000679	0.0667
186	UHRF2	ubiquitin-like, containing PHD and RING finger domains, 2	1081718	4	4	3	0	0	0	1	1	2	0	0.137	0.364	0.000213	0.299	0.000465	0.000679	0.0667
187	NUDT5	nudix (nucleoside diphosphate linked moiety X)-type motif 5	313735	3	3	1	0	0	0	0	0	3	0	0.0687	1.000	7.60e-05	0.748	0.000960	0.000701	0.0684
188	SLC12A2	solute carrier family 12 (sodium/potassium/chloride transporters), member 2	1470020	10	10	8	0	1	1	0	2	6	0	0.000718	0.139	0.0492	0.681	0.0949	0.000722	0.0701
189	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	388319	6	6	3	0	0	0	0	2	4	0	0.000700	0.422	0.0526	0.578	0.0995	0.000736	0.0711
190	FAM98C	family with sequence similarity 98, member C	322078	3	3	1	0	0	0	0	0	3	0	0.0384	1.000	0.000155	0.503	0.00185	0.000748	0.0716
191	PHACTR1	phosphatase and actin regulator 1	711678	9	9	2	1	0	0	0	1	8	0	0.000749	0.934	NaN	NaN	NaN	0.000749	0.0716
192	FLG2	filaggrin family member 2	3224385	20	13	20	4	1	3	2	5	6	3	0.0144	0.611	0.00181	0.695	0.00500	0.000761	0.0722
193	SNX29	sorting nexin 29	577051	5	5	5	0	0	0	2	3	0	0	0.000763	0.333	NaN	NaN	NaN	0.000763	0.0722
194	KLHL7	kelch-like 7 (Drosophila)	807345	8	7	5	0	0	1	1	2	4	0	0.00324	0.169	0.0171	0.187	0.0225	0.000768	0.0723
195	IGSF3	immunoglobulin superfamily, member 3	1379092	9	7	7	0	1	2	2	0	4	0	0.0100	0.134	0.00269	0.908	0.00739	0.000778	0.0729
196	RSU1	Ras suppressor protein 1	388978	5	5	2	0	0	0	0	1	4	0	0.00359	0.440	0.0111	0.902	0.0209	0.000787	0.0734
197	CDK4	cyclin-dependent kinase 4	420161	6	6	3	0	0	0	1	1	4	0	0.000930	0.538	0.0439	0.980	0.0843	0.000819	0.0759
198	SLC30A3	solute carrier family 30 (zinc transporter), member 3	473754	3	3	1	0	0	0	0	0	2	1	0.0703	1.000	6.36e-05	0.945	0.00114	0.000837	0.0772
199	LMO7	LIM domain 7	2352315	10	9	4	1	0	0	1	0	9	0	0.112	0.899	0.000231	0.327	0.000724	0.000843	0.0774
200	CELF3	CUGBP, Elav-like family member 3	494524	3	3	2	1	0	1	0	0	2	0	0.0771	0.815	0.000797	0.171	0.00109	0.000873	0.0797
201	FCHSD1	FCH and double SH3 domains 1	850221	9	8	5	0	0	1	0	1	7	0	0.00157	0.236	0.0248	0.998	0.0547	0.000891	0.0810
202	TCF12	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	1020198	9	8	6	1	1	0	1	3	4	0	0.00121	0.368	0.0440	0.389	0.0736	0.000918	0.0824
203	GLOD4	glyoxalase domain containing 4	406224	3	3	1	0	0	0	0	0	3	0	0.134	1.000	7.54e-05	0.609	0.000664	0.000919	0.0824
204	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	767741	3	3	3	1	0	0	0	3	0	0	0.119	0.842	0.0935	0.000296	0.000751	0.000921	0.0824
205	SIRT4	sirtuin (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)	423087	5	5	2	0	0	0	0	1	4	0	0.00472	0.822	0.0115	0.329	0.0195	0.000949	0.0841
206	ATP2A1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	1326491	6	6	6	1	1	0	0	5	0	0	0.0391	0.554	0.000837	0.644	0.00236	0.000949	0.0841
207	CCDC18	coiled-coil domain containing 18	1885600	10	10	6	0	0	0	1	2	7	0	0.0126	0.235	0.00374	0.314	0.00831	0.00106	0.0937
208	METTL3	methyltransferase like 3	794812	4	2	4	1	0	2	0	1	1	0	0.285	0.578	0.000489	0.0648	0.000370	0.00107	0.0940
209	EHD4	EH-domain containing 4	619588	3	3	1	0	0	0	0	0	3	0	0.302	1.000	9.34e-05	0.136	0.000358	0.00110	0.0958
210	ZNF800	zinc finger protein 800	902861	6	6	6	0	0	1	1	3	1	0	0.00176	0.281	0.567	0.0152	0.0634	0.00113	0.0982
211	SLC9A5	solute carrier family 9 (sodium/hydrogen exchanger), member 5	1113016	6	6	2	1	1	0	0	1	4	0	0.0614	0.780	0.00186	0.0999	0.00185	0.00114	0.0990
212	GLT8D2	glycosyltransferase 8 domain containing 2	488792	3	3	3	1	0	1	1	1	0	0	0.0194	0.697	0.00327	0.865	0.00588	0.00115	0.0991
213	REM1	RAS (RAD and GEM)-like GTP-binding 1	301558	3	3	3	0	1	0	0	2	0	0	0.00996	0.490	0.00634	0.686	0.0117	0.00117	0.101
214	SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14	661361	3	3	3	0	1	1	0	1	0	0	0.0461	0.314	0.00170	0.857	0.00260	0.00120	0.102
215	SPAM1	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	704484	6	6	6	0	2	1	0	2	1	0	0.000201	0.232	0.603	0.411	0.605	0.00122	0.103
216	S1PR4	sphingosine-1-phosphate receptor 4	246352	3	3	3	0	1	0	1	1	0	0	0.00361	0.498	0.00934	0.899	0.0338	0.00122	0.103
217	IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	540382	5	5	2	0	0	1	0	0	4	0	0.0103	0.534	0.00384	0.747	0.0119	0.00123	0.103
218	CYP27B1	cytochrome P450, family 27, subfamily B, polypeptide 1	524622	3	3	1	1	0	0	0	0	3	0	0.112	1.000	0.000109	0.171	0.00111	0.00123	0.103
219	ATRNL1	attractin-like 1	1797008	8	7	5	3	0	0	0	5	3	0	0.737	0.849	0.000195	0.0451	0.000168	0.00123	0.103
220	ZBBX	zinc finger, B-box domain containing	1110880	5	5	5	1	0	1	1	2	1	0	0.0216	0.568	0.00254	0.539	0.00571	0.00124	0.103
221	OR4K13	olfactory receptor, family 4, subfamily K, member 13	409532	2	2	2	0	0	1	1	0	0	0	0.0927	0.429	0.0152	0.0137	0.00136	0.00126	0.104
222	CCNA1	cyclin A1	644318	7	7	4	1	0	1	1	0	5	0	0.00150	0.454	0.0503	0.224	0.0883	0.00131	0.108
223	STAG2	stromal antigen 2	1756183	8	8	8	0	2	0	0	3	3	0	0.00294	0.401	0.0268	0.795	0.0462	0.00134	0.110
224	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	2960783	9	9	5	1	0	1	1	1	5	1	0.140	0.618	0.0120	0.00430	0.00101	0.00140	0.113
225	TXNIP	thioredoxin interacting protein	543663	6	6	6	1	0	1	1	3	1	0	0.000332	0.516	0.794	0.121	0.428	0.00140	0.113
226	INSR	insulin receptor	1773781	4	4	2	0	0	0	1	0	3	0	0.562	0.782	0.00647	0.00194	0.000253	0.00140	0.113
227	OR5M8	olfactory receptor, family 5, subfamily M, member 8	402436	3	2	3	0	0	0	0	2	1	0	0.0762	0.397	0.000691	0.225	0.00187	0.00141	0.113
228	TUBG1	tubulin, gamma 1	574473	4	4	2	1	0	1	0	0	3	0	0.0553	0.767	0.00104	0.988	0.00259	0.00141	0.113
229	IGDCC4	immunoglobulin superfamily, DCC subclass, member 4	1228797	8	8	4	0	0	0	0	1	7	0	0.0339	0.805	0.00183	0.720	0.00439	0.00146	0.116
230	ZBTB7C	zinc finger and BTB domain containing 7C	612580	6	6	3	1	0	0	0	0	4	2	0.00355	1.000	0.0444	0.0921	0.0420	0.00146	0.116
231	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	573949	3	3	1	2	0	0	0	0	3	0	0.211	1.000	6.86e-05	0.260	0.000708	0.00147	0.116
232	DUOX1	dual oxidase 1	1899495	13	13	10	1	1	2	2	3	4	1	0.000312	0.206	0.529	0.216	0.483	0.00148	0.116
233	NCOA5	nuclear receptor coactivator 5	783195	8	7	5	0	0	2	0	2	4	0	0.00734	0.279	0.0110	0.332	0.0206	0.00148	0.116
234	DNAJC14	DnaJ (Hsp40) homolog, subfamily C, member 14	956501	7	7	3	2	0	0	0	0	7	0	0.00363	0.875	0.0172	1.000	0.0432	0.00153	0.119
235	SLC22A6	solute carrier family 22 (organic anion transporter), member 6	701527	6	6	6	1	1	2	1	1	1	0	0.000310	0.428	0.396	0.940	0.528	0.00159	0.124
236	MEI1	meiosis inhibitor 1	1661757	6	6	2	1	0	0	0	1	5	0	0.269	0.955	0.000235	0.994	0.000619	0.00161	0.124
237	HBB	hemoglobin, beta	205063	3	3	2	0	0	0	0	3	0	0	0.00380	0.546	0.0184	0.548	0.0438	0.00162	0.124
238	RARA	retinoic acid receptor, alpha	536503	4	4	4	1	0	0	3	1	0	0	0.00584	0.695	0.0175	0.244	0.0288	0.00163	0.125
239	LARP6	La ribonucleoprotein domain family, member 6	601391	7	7	4	0	0	0	0	3	4	0	0.000864	0.575	0.0911	0.906	0.200	0.00167	0.128
240	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	252500	3	3	3	0	0	0	0	0	3	0	0.000571	0.580	0.189	0.268	0.307	0.00169	0.129
241	PHF12	PHD finger protein 12	1364343	9	8	5	0	0	1	2	1	5	0	0.0150	0.259	0.00506	0.994	0.0119	0.00172	0.130
242	NMT2	N-myristoyltransferase 2	681263	5	5	5	1	1	0	1	1	2	0	0.00475	0.578	0.0239	0.964	0.0397	0.00181	0.136
243	CCDC58	coiled-coil domain containing 58	204290	3	3	1	0	0	0	0	0	3	0	0.00746	0.662	0.00233	1.000	0.0259	0.00184	0.138
244	CCNB2	cyclin B2	543851	5	5	5	1	0	2	0	1	2	0	0.000591	0.452	0.225	0.190	0.328	0.00185	0.138
245	OR4C3	olfactory receptor, family 4, subfamily C, member 3	447006	6	5	4	0	0	0	0	2	4	0	0.00255	0.551	0.0343	0.378	0.0774	0.00189	0.140
246	PSD3	pleckstrin and Sec7 domain containing 3	1441224	7	7	5	1	0	1	0	3	3	0	0.0375	0.763	0.00286	0.621	0.00530	0.00189	0.140
247	TCEAL8	transcription elongation factor A (SII)-like 8	160822	2	2	2	0	1	0	1	0	0	0	0.00450	0.430	0.0460	0.726	0.0460	0.00196	0.145
248	CYTH1	cytohesin 1	544740	4	4	3	0	0	0	0	1	3	0	0.0293	0.736	0.00655	0.279	0.00715	0.00198	0.146
249	TXNDC15	thioredoxin domain containing 15	483947	5	4	4	0	0	1	0	4	0	0	0.0190	0.311	0.00626	0.404	0.0119	0.00213	0.156
250	PRB3	proline-rich protein BstNI subfamily 3	374963	2	2	2	0	1	0	0	1	0	0	0.0583	0.588	0.525	0.00368	0.00395	0.00216	0.158
251	PTGR1	prostaglandin reductase 1	469544	3	3	2	0	0	0	0	1	2	0	0.144	0.569	0.00573	0.0254	0.00166	0.00222	0.162
252	DCN	decorin	498901	3	3	3	0	0	0	0	3	0	0	0.0344	0.591	0.883	0.00137	0.00705	0.00226	0.164
253	PDLIM4	PDZ and LIM domain 4	348925	6	5	4	1	0	0	0	3	3	0	0.00384	0.811	0.0190	0.950	0.0632	0.00227	0.164
254	P2RY11	purinergic receptor P2Y, G-protein coupled, 11	10255	1	1	1	0	0	0	1	0	0	0	0.00231	0.876	NaN	NaN	NaN	0.00231	0.166
255	DNAH3	dynein, axonemal, heavy chain 3	5646464	25	25	16	2	4	0	1	6	12	2	0.00265	0.300	0.0953	0.113	0.0964	0.00237	0.170
256	FCRL5	Fc receptor-like 5	1289674	5	5	5	0	2	2	0	1	0	0	0.0232	0.160	0.0106	0.114	0.0111	0.00238	0.170
257	WIF1	WNT inhibitory factor 1	479719	4	4	2	0	0	0	0	1	3	0	0.0223	0.507	0.0152	0.280	0.0117	0.00241	0.172
258	RHEB	Ras homolog enriched in brain	241373	3	3	2	0	0	0	0	3	0	0	0.00461	0.618	0.0245	0.374	0.0569	0.00242	0.172
259	CAMK1G	calcium/calmodulin-dependent protein kinase IG	639120	3	3	2	0	0	0	0	0	3	0	0.163	0.773	0.000773	0.427	0.00164	0.00246	0.174
260	ADCY8	adenylate cyclase 8 (brain)	1511667	8	8	8	0	1	1	0	5	1	0	0.0102	0.151	0.0391	0.0966	0.0267	0.00251	0.176
261	FAM200A	family with sequence similarity 200, member A	447416	5	4	5	0	0	2	1	2	0	0	0.00118	0.241	0.398	0.0843	0.231	0.00252	0.177
262	ANKRD42	ankyrin repeat domain 42	544240	5	5	2	0	0	1	0	0	4	0	0.0130	0.389	0.0120	0.496	0.0217	0.00259	0.180
263	RFWD3	ring finger and WD repeat domain 3	1055607	3	3	2	0	0	0	0	0	3	0	0.391	1.000	0.000494	0.0411	0.000728	0.00261	0.181
264	SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5	518340	3	3	3	0	0	2	0	0	1	0	0.0149	0.332	0.00859	0.150	0.0193	0.00263	0.182
265	IFT74	intraflagellar transport 74 homolog (Chlamydomonas)	870138	4	4	2	0	0	0	0	1	3	0	0.100	0.587	0.00217	0.124	0.00288	0.00264	0.182
266	SAG	S-antigen; retina and pineal gland (arrestin)	539954	5	5	5	0	0	2	1	0	2	0	0.00185	0.125	0.359	0.0856	0.161	0.00270	0.186
267	TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	1298533	9	9	7	0	1	1	0	4	3	0	0.00740	0.185	0.0218	0.926	0.0403	0.00272	0.186
268	SNX33	sorting nexin 33	728633	5	5	4	0	1	0	0	2	2	0	0.0245	0.545	0.192	0.00272	0.0127	0.00283	0.193
269	PCSK6	proprotein convertase subtilisin/kexin type 6	1253265	5	5	5	0	0	0	0	1	4	0	0.0619	0.709	0.00708	0.0219	0.00514	0.00288	0.196
270	HBE1	hemoglobin, epsilon 1	205294	4	4	4	0	1	0	2	1	0	0	0.000323	0.241	0.662	0.270	1.000	0.00292	0.197
271	ZBTB11	zinc finger and BTB domain containing 11	1357399	3	3	2	1	0	0	0	0	3	0	0.493	0.937	0.000711	0.0365	0.000663	0.00295	0.199
272	IGSF11	immunoglobulin superfamily, member 11	604114	4	4	3	0	1	0	0	3	0	0	0.0189	0.395	0.00468	0.839	0.0174	0.00296	0.199
273	LCMT2	leucine carboxyl methyltransferase 2	762066	3	3	3	1	1	0	1	1	0	0	0.0694	0.724	0.000906	0.743	0.00475	0.00297	0.199
274	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like	788364	3	3	3	0	1	1	0	1	0	0	0.0634	0.375	0.449	0.00178	0.00524	0.00299	0.199
275	RAD18	RAD18 homolog (S. cerevisiae)	680616	3	3	1	0	0	0	0	3	0	0	0.128	0.638	6.74e-05	0.968	0.00261	0.00300	0.200
276	CERK	ceramide kinase	644678	5	5	2	1	0	0	0	1	4	0	0.0371	0.933	0.00346	0.903	0.00907	0.00303	0.200
277	FURIN	furin (paired basic amino acid cleaving enzyme)	816166	3	3	1	0	0	0	0	0	3	0	0.362	1.000	9.76e-05	0.598	0.000938	0.00305	0.200
278	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	1732467	9	9	7	0	2	1	2	2	2	0	0.00344	0.0952	0.0614	0.225	0.0992	0.00306	0.200
279	NF2	neurofibromin 2 (merlin)	774565	6	6	6	0	0	1	0	0	5	0	0.00129	0.172	0.585	0.0674	0.265	0.00306	0.200
280	BRSK1	BR serine/threonine kinase 1	796305	2	2	1	1	0	0	0	0	2	0	0.488	1.000	0.0119	0.000463	0.000700	0.00307	0.200
281	ANAPC13	anaphase promoting complex subunit 13	105082	2	2	1	0	0	0	0	0	2	0	0.0156	1.000	0.0130	1.000	0.0219	0.00307	0.200
282	LMO4	LIM domain only 4	207984	3	3	3	0	1	0	0	1	1	0	0.00452	0.444	0.0455	0.186	0.0777	0.00315	0.204
283	LRG1	leucine-rich alpha-2-glycoprotein 1	406120	4	4	2	0	0	0	0	0	4	0	0.0176	1.000	0.0832	0.0162	0.0204	0.00320	0.207
284	PPP1R7	protein phosphatase 1, regulatory (inhibitor) subunit 7	494745	5	5	2	0	0	0	0	1	4	0	0.0159	0.863	0.0125	0.545	0.0230	0.00326	0.210
285	GABRQ	gamma-aminobutyric acid (GABA) receptor, theta	831637	7	7	6	0	1	0	1	2	3	0	0.00115	0.355	0.198	0.622	0.320	0.00327	0.210
286	M6PR	mannose-6-phosphate receptor (cation dependent)	386500	5	5	3	0	0	0	0	1	4	0	0.00178	0.840	0.197	0.110	0.208	0.00331	0.211
287	NRXN1	neurexin 1	1948675	7	7	7	1	2	0	0	4	1	0	0.0610	0.465	0.00354	0.347	0.00610	0.00331	0.211
288	PLAGL2	pleiomorphic adenoma gene-like 2	623510	6	6	3	1	0	1	0	1	4	0	0.00471	0.738	0.0411	0.650	0.0810	0.00338	0.214
289	ACSF2	acyl-CoA synthetase family member 2	796212	6	6	6	1	0	0	3	2	1	0	0.000793	0.604	0.374	0.576	0.496	0.00348	0.220
290	LPHN3	latrophilin 3	1856247	8	8	8	1	2	2	0	3	1	0	0.00913	0.357	0.400	0.0120	0.0442	0.00356	0.224
291	PKP2	plakophilin 2	1089563	5	4	4	1	0	1	2	1	1	0	0.0719	0.454	0.00283	0.919	0.00565	0.00358	0.225
292	OR1E1	olfactory receptor, family 1, subfamily E, member 1	410720	3	3	3	0	0	0	0	1	2	0	0.0330	0.824	0.141	0.0172	0.0124	0.00360	0.225
293	YME1L1	YME1-like 1 (S. cerevisiae)	1060516	7	7	6	0	0	1	1	2	3	0	0.00601	0.324	0.0276	0.965	0.0692	0.00365	0.227
294	ITGAD	integrin, alpha D	1544522	9	9	4	0	0	0	0	2	7	0	0.0288	0.680	0.00937	0.247	0.0145	0.00366	0.227
295	LOXHD1	lipoxygenase homology domains 1	1576104	6	6	6	1	0	2	0	4	0	0	0.0138	0.354	0.0144	0.715	0.0310	0.00374	0.232
296	CUL9	cullin 9	3282776	9	9	8	2	1	2	0	4	2	0	0.327	0.377	0.000528	0.950	0.00131	0.00376	0.232
297	TOPORS	topoisomerase I binding, arginine/serine-rich	1358747	7	7	2	10	0	1	0	6	0	0	1.000	1.000	0.000123	0.893	0.000436	0.00381	0.234
298	SECISBP2L	SECIS binding protein 2-like	1441722	8	8	8	1	0	1	0	5	2	0	0.00492	0.594	0.0644	0.252	0.0888	0.00382	0.234
299	ADRA1A	adrenergic, alpha-1A-, receptor	658408	4	4	2	0	0	0	0	1	3	0	0.0722	0.818	0.00230	0.967	0.00648	0.00406	0.248
300	FGG	fibrinogen gamma chain	633237	5	5	3	0	0	0	0	0	5	0	0.0128	0.397	0.0178	0.381	0.0366	0.00407	0.248
301	TMCO1	transmembrane and coiled-coil domains 1	266353	2	2	2	0	0	1	0	0	1	0	0.0715	0.538	0.0200	0.0578	0.00663	0.00410	0.249
302	DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	921471	4	4	4	0	0	2	0	1	1	0	0.0651	0.444	0.0249	0.0221	0.00731	0.00412	0.249
303	GPR84	G protein-coupled receptor 84	535076	3	3	2	0	0	0	1	0	2	0	0.0788	0.735	0.00159	0.473	0.00609	0.00415	0.249
304	CD300E	CD300e molecule	282736	4	4	4	0	0	3	0	0	1	0	0.000741	0.180	0.835	0.226	0.648	0.00415	0.249
305	C1orf52	chromosome 1 open reading frame 52	219323	3	3	3	0	1	1	0	1	0	0	0.00278	0.326	0.982	0.0426	0.176	0.00423	0.253
306	CD209	CD209 molecule	532304	5	5	3	1	1	1	0	0	3	0	0.0107	0.785	0.176	0.0232	0.0459	0.00425	0.254
307	SNRNP48	small nuclear ribonucleoprotein 48kDa (U11/U12)	421653	5	5	3	0	0	0	0	4	1	0	0.00133	0.414	0.205	0.943	0.373	0.00428	0.255
308	GABBR1	gamma-aminobutyric acid (GABA) B receptor, 1	777517	3	3	2	0	0	0	0	1	2	0	0.296	0.821	0.000166	0.957	0.00170	0.00433	0.257
309	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	1656497	8	8	3	2	0	0	0	1	6	1	0.168	0.991	0.00130	0.989	0.00301	0.00435	0.257
310	NMUR2	neuromedin U receptor 2	557624	4	4	4	0	2	1	0	1	0	0	0.00430	0.197	0.0621	0.544	0.120	0.00441	0.260
311	OSBP2	oxysterol binding protein 2	967415	5	5	2	1	0	0	1	0	4	0	0.0932	0.932	0.0208	0.0167	0.00563	0.00449	0.264
312	LCTL	lactase-like	777773	3	3	2	0	0	0	0	1	2	0	0.277	0.846	0.000449	0.295	0.00190	0.00451	0.264
313	RXRB	retinoid X receptor, beta	272613	4	4	4	0	0	2	1	0	1	0	0.000531	0.265	0.856	0.700	1.000	0.00454	0.265
314	RAB42	RAB42, member RAS oncogene family	106050	2	2	1	0	0	0	0	0	2	0	0.0187	1.000	0.0104	0.0269	0.0288	0.00461	0.268
315	LIMK1	LIM domain kinase 1	764696	4	4	2	0	0	0	0	0	4	0	0.126	1.000	0.0238	0.00936	0.00438	0.00468	0.271
316	CLIC6	chloride intracellular channel 6	331012	3	3	3	0	1	0	0	2	0	0	0.00624	0.393	0.120	0.157	0.0907	0.00479	0.277
317	KIF21A	kinesin family member 21A	2288568	8	8	3	1	0	0	0	1	7	0	0.157	0.588	0.00167	0.279	0.00362	0.00482	0.277
318	ZCCHC9	zinc finger, CCHC domain containing 9	376488	3	3	3	0	0	0	1	2	0	0	0.0108	0.462	0.0220	0.632	0.0529	0.00486	0.279
319	OR2J2	olfactory receptor, family 2, subfamily J, member 2	417035	4	4	4	0	0	0	1	2	1	0	0.00235	0.448	0.168	0.425	0.245	0.00487	0.279
320	GPNMB	glycoprotein (transmembrane) nmb	794242	5	5	5	0	0	3	0	1	1	0	0.00507	0.231	0.0630	0.261	0.115	0.00491	0.279
321	DNAH7	dynein, axonemal, heavy chain 7	5523827	15	15	11	1	0	3	1	4	7	0	0.112	0.151	0.00219	0.549	0.00522	0.00492	0.279
322	MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	868295	6	6	6	1	2	2	1	1	0	0	0.00271	0.252	0.129	0.642	0.215	0.00493	0.279
323	OR14I1	olfactory receptor, family 14, subfamily I, member 1	421447	3	3	2	0	0	1	0	0	2	0	0.0372	0.558	0.288	0.0138	0.0161	0.00504	0.285
324	MS4A12	membrane-spanning 4-domains, subfamily A, member 12	373134	3	3	3	0	1	0	0	2	0	0	0.00676	0.408	0.0294	0.460	0.0897	0.00510	0.287
325	GPR45	G protein-coupled receptor 45	441404	3	3	3	0	1	0	0	1	1	0	0.0137	0.232	0.289	0.0328	0.0453	0.00520	0.292
326	KLK10	kallikrein-related peptidase 10	255291	3	3	3	0	1	1	0	1	0	0	0.00176	0.289	0.276	0.609	0.368	0.00540	0.303
327	GSK3B	glycogen synthase kinase 3 beta	607457	3	3	1	0	0	0	0	0	3	0	0.156	0.552	0.000646	0.368	0.00418	0.00543	0.303
328	SULF1	sulfatase 1	1208197	5	5	5	1	0	1	0	2	2	0	0.0440	0.608	0.0223	0.123	0.0148	0.00545	0.303
329	LOXL1	lysyl oxidase-like 1	327833	3	3	3	0	0	1	1	0	1	0	0.0160	0.243	0.0338	0.387	0.0413	0.00552	0.306
330	CD22	CD22 molecule	1149275	4	4	2	1	0	0	0	1	3	0	0.223	0.974	0.00107	0.239	0.00300	0.00557	0.308
331	SPATA2	spermatogenesis associated 2	589956	3	3	1	1	0	0	0	0	3	0	0.265	1.000	6.80e-05	0.501	0.00254	0.00559	0.308
